"code_muni2","pop_2012","pop_2008","code_muni","IDHM","UF","log_to_brasilia","log_to_capital","metropolitano"
"1100023",92747,84581,110002,0.702,"RO",7.47439775042381,5.07016127341028,0
"1100031",6132,6777,110003,0.65,"RO",7.23025173635054,6.46298265395335,0
"1100049",79330,78263,110004,0.718,"RO",7.33828366268397,5.99398636465149,0
"1100056",16852,16784,110005,0.692,"RO",7.25571132354464,6.39159880478134,0
"1100064",18093,18216,110006,0.685,"RO",7.23679280364032,6.4094838537875,0
"1100072",8530,9761,110007,0.613,"RO",7.26547867310484,6.348246985269,0
"1100080",14355,13973,110008,0.611,"RO",7.49304438312988,6.01871486159814,0
"1100098",29189,28617,110009,0.672,"RO",7.30667232860577,6.08911290034398,0
"1100106",42202,40541,110010,0.657,"RO",7.58233107395665,5.61411302265862,0
"1100114",51765,53955,110011,0.689,"RO",7.42754857273039,5.49794661079718,0
"1100122",118092,110707,110012,0.714,"RO",7.38426271256654,5.7647834962136,0
"1100130",32403,32214,110013,0.596,"RO",7.42573326352525,5.41316275821708,0
"1100148",19891,17653,110014,0.643,"RO",7.38947747680706,5.91811398035805,0
"1100155",37482,37142,110015,0.682,"RO",7.40737232062874,5.64576486828663,0
"1100189",34135,33803,110018,0.71,"RO",7.31533149047594,6.084613301806,0
"1100205",442701,379186,110020,0.736,"RO",7.55047195074272,0,0
"1100254",21709,22896,110025,0.664,"RO",7.37429039990152,5.8483156253885,0
"1100262",3374,3260,110026,0.643,"RO",7.47164193376821,5.02460394332365,0
"1100288",51142,50249,110028,0.7,"RO",7.35329970589521,6.00148913262995,0
"1100296",8476,9566,110029,0.67,"RO",7.34964231550205,6.03892048826428,0
"1100304",79616,68405,110030,0.731,"RO",7.21439403278341,6.40276261040859,0
"1100320",21927,23283,110032,0.646,"RO",7.41273987712312,5.86067225685796,0
"1100338",23719,21650,110033,0.587,"RO",7.58870841344138,5.48496289482205,0
"1100346",16404,17009,110034,0.643,"RO",7.39997895434847,5.82227636870399,0
"1100379",12833,11962,110037,0.592,"RO",7.34966802806135,6.07862799586745,0
"1100403",17742,17169,110040,0.625,"RO",7.49516965237015,4.81705054502359,0
"1100452",33397,33879,110045,0.616,"RO",7.51178705245089,5.0841335566053,0
"1100502",9933,9966,110050,0.634,"RO",7.36839646703371,5.96203573641717,0
"1100601",5791,5707,110060,0.646,"RO",7.45552402415735,5.33450463730975,0
"1100700",12847,12790,110070,0.593,"RO",7.49251514552606,5.31532196536386,0
"1100809",20787,17147,110080,0.649,"RO",7.53911215858563,3.11529150861163,0
"1100908",3479,3737,110090,0.658,"RO",7.37151445213054,5.90115683407645,0
"1100924",8721,7633,110092,0.652,"RO",7.27468050878304,6.2806766983919,0
"1100940",17262,14122,110094,0.612,"RO",7.4628752616273,5.07210661618436,0
"1101005",10040,11793,110100,0.596,"RO",7.43964156191968,5.4891443163857,0
"1101104",8830,8110,110110,0.614,"RO",7.50033598961705,4.53838915229774,0
"1101203",10203,10653,110120,0.638,"RO",7.34886419792845,5.93028039378298,0
"1101302",11686,12446,110130,0.643,"RO",7.42616209276844,5.65553716202821,0
"1101401",14313,12710,110140,0.607,"RO",7.48058621802734,5.18301874218457,0
"1101435",7382,7978,110143,0.587,"RO",7.42208077105775,5.63464673582134,0
"1101450",4990,4696,110145,0.617,"RO",7.33195054407089,6.12097850564006,0
"1101468",2283,2427,110146,0.665,"RO",7.26812538738378,6.41422915229421,0
"1101476",3406,3819,110147,0.641,"RO",7.3203945908383,6.0930956170203,0
"1101484",5862,6477,110148,0.649,"RO",7.33100136438539,6.08002472408746,0
"1101492",16636,16091,110149,0.611,"RO",7.46000687483721,5.91017314347138,0
"1101500",11619,12088,110150,0.598,"RO",7.43199256301574,5.86033027908318,0
"1101559",4778,5070,110155,0.643,"RO",7.40250639736128,5.70571394150595,0
"1101609",10575,10254,110160,0.589,"RO",7.42584048807739,5.46666676577511,0
"1101708",12687,13785,110170,0.609,"RO",7.4055382154856,5.74146354162389,0
"1101757",9633,8981,110175,0.584,"RO",7.42592983308917,5.41512214609012,0
"1101807",7961,9008,110180,0.627,"RO",7.407129585979,5.59801446857802,0
"1200013",13011,11987,120001,0.604,"AC",7.67672859766008,4.63327161609897,0
"1200054",6308,5559,120005,0.588,"AC",7.78336150688378,5.39412742139401,0
"1200104",22261,19829,120010,0.614,"AC",7.74591580651515,5.03792615433216,0
"1200138",8782,6745,120013,0.589,"AC",7.72661398152059,3.10548313751311,0
"1200179",9368,8897,120017,0.575,"AC",7.7023302521722,4.22083035949488,0
"1200203",79819,76392,120020,0.664,"AC",7.95113670665083,6.38723279223728,0
"1200252",15679,13960,120025,0.653,"AC",7.74534906390711,5.04490788803835,0
"1200302",32560,32210,120030,0.539,"AC",7.85533147689537,5.84165858199071,0
"1200328",6898,6333,120032,0.469,"AC",7.89769044702238,6.11049125352962,0
"1200336",15890,14387,120033,0.625,"AC",7.95953798029345,6.42558189778931,0
"1200344",8224,7405,120034,0.551,"AC",7.79987216368387,5.31379693739642,0
"1200351",15123,13728,120035,0.501,"AC",7.9383563570337,6.32507555144816,0
"1200385",17587,17921,120038,0.622,"AC",7.68263450870519,4.37386844697242,0
"1200393",9711,8562,120039,0.532,"AC",7.94517987067008,6.3525074376634,0
"1200401",348354,301398,120040,0.727,"AC",7.71780065940226,0,0
"1200427",15260,13020,120042,0.567,"AC",7.94875611002499,6.37424086696145,0
"1200435",5061,4165,120043,0.517,"AC",7.84226699585861,5.70438229472817,0
"1200450",20588,19506,120045,0.64,"AC",7.71159374138471,3.05305734017326,0
"1200500",39366,35544,120050,0.603,"AC",7.77039625798951,4.92194978926357,0
"1200609",36763,33368,120060,0.539,"AC",7.87164308262157,5.94578703361133,0
"1200708",16639,14848,120070,0.599,"AC",7.7395812067775,4.67208089127072,0
"1200807",15534,14309,120080,0.576,"AC",7.71137886668269,3.96385615406816,0
"1300029",14381,13445,130002,0.527,"AM",7.74716496652033,6.27430994166824,0
"1300060",9794,8694,130006,0.56,"AM",7.8678523477935,6.81103510560391,0
"1300086",10766,8483,130008,0.594,"AM",7.6024362826338,5.08784321833449,0
"1300102",17072,14386,130010,0.561,"AM",7.60482973767997,5.27079199548328,0
"1300144",18633,18170,130014,0.637,"AM",7.38661953666007,6.1215713324532,0
"1300201",15924,14292,130020,0.45,"AM",7.91689498255305,7.03605174324802,0
"1300300",33312,31107,130030,0.577,"AM",7.51094492871831,4.72366408003588,0
"1300409",25948,25318,130040,0.5,"AM",7.7522835934294,5.99053911903148,0
"1300508",28077,27664,130050,0.574,"AM",7.47130617137101,5.79891081974778,0
"1300607",34950,30476,130060,0.574,"AM",7.91098305174973,7.02046770301059,0
"1300631",16158,14374,130063,0.506,"AM",7.58901204794873,5.15807781013345,0
"1300680",15659,13677,130068,0.565,"AM",7.4809752517908,5.60130668306696,0
"1300706",31171,30858,130070,0.588,"AM",7.72010670702056,6.93646906410308,0
"1300805",35919,32160,130080,0.56,"AM",7.49386275706108,5.01582182078356,0
"1300839",11303,10958,130083,0.569,"AM",7.60438140100151,4.89657033780828,0
"1300904",13986,11844,130090,0.53,"AM",7.63356808110403,6.42228871234968,0
"1301001",26130,25950,130100,0.549,"AM",7.78297398508083,6.66878717732096,0
"1301100",33517,32190,130110,0.557,"AM",7.55297192578453,4.42268861639277,0
"1301159",24937,24030,130115,0.568,"AM",7.55439244385719,3.24843462710975,0
"1301209",77305,67055,130120,0.586,"AM",7.65485072636914,5.89346575622588,0
"1301308",24067,16418,130130,0.563,"AM",7.61927759787228,5.48013879830031,0
"1301407",31364,30473,130140,0.563,"AM",7.86183107857904,7.05662345951687,0
"1301506",16923,17148,130150,0.509,"AM",7.85413671045031,7.09588493605907,0
"1301605",23198,19783,130160,0.53,"AM",7.8144602135527,6.51762695878419,0
"1301654",14396,14684,130165,0.532,"AM",7.94920797733902,7.29662341618293,0
"1301704",45954,40027,130170,0.605,"AM",7.54005312497963,6.38254333322007,0
"1301803",23460,17850,130180,0.481,"AM",7.92400717622148,7.2187924846315,0
"1301852",41947,33834,130185,0.613,"AM",7.5657881037512,3.29879544804407,0
"1301902",89064,87896,130190,0.644,"AM",7.50447966100703,5.16820868120102,0
"1301951",7983,8300,130195,0.477,"AM",7.80240962324893,6.89127014272227,0
"1302009",8348,9515,130200,0.654,"AM",7.5077943533929,5.41995961253014,0
"1302108",7448,5025,130210,0.522,"AM",7.85073467878258,6.61198726994693,0
"1302207",11439,9032,130220,0.522,"AM",7.7872948857586,6.51066004554317,0
"1302306",18293,17337,130230,0.516,"AM",7.83220463855766,6.61972647976091,0
"1302405",39022,38451,130240,0.531,"AM",7.63326315804634,6.55404735764681,0
"1302504",86985,85279,130250,0.614,"AM",7.58230051114242,4.24477404124751,0
"1302553",24325,20095,130255,0.596,"AM",7.57064941637106,4.09916625250131,0
"1302603",1861838,1709010,130260,0.737,"AM",7.56722674443237,0,0
"1302702",48373,45996,130270,0.582,"AM",7.5130762051755,5.80673008158974,0
"1302801",17596,18051,130280,0.498,"AM",7.81502141138158,6.44979088641475,0
"1302900",54079,48808,130290,0.588,"AM",7.46481924235242,5.55264945931826,0
"1303007",18720,18198,130300,0.586,"AM",7.49099830383438,5.94468735554905,0
"1303106",31749,30357,130310,0.558,"AM",7.49533081048606,4.90771624008841,0
"1303205",15489,15343,130320,0.57,"AM",7.62190534663036,4.74693013102592,0
"1303304",22106,18796,130330,0.554,"AM",7.49740132527389,5.42903856427105,0
"1303403",103828,105742,130340,0.658,"AM",7.46835344137259,5.91090503924957,0
"1303502",18329,18938,130350,0.496,"AM",7.72178291545794,6.82928550027365,0
"1303536",28652,25474,130353,0.647,"AM",7.61232200759659,4.77710464989556,0
"1303569",26948,26004,130356,0.611,"AM",7.57214283787066,4.0524803581234,0
"1303601",19292,17780,130360,0.479,"AM",7.83866660714134,6.44629108475387,0
"1303700",24890,30176,130370,0.49,"AM",7.86490000486456,6.77858009855827,0
"1303809",39097,40806,130380,0.609,"AM",7.9118407476062,6.74735175748911,0
"1303908",32677,32067,130390,0.521,"AM",7.89135319570484,6.89036493977806,0
"1303957",11241,9079,130395,0.577,"AM",7.51104339537375,5.50683447100008,0
"1304005",8544,8479,130400,0.632,"AM",7.51027728792802,5.31699190681285,0
"1304062",54440,47051,130406,0.616,"AM",7.91029342943733,7.00977020438887,0
"1304104",17903,19966,130410,0.502,"AM",7.60625311919735,6.1066887562027,0
"1304203",61000,64703,130420,0.639,"AM",7.73968566223822,6.2557308477112,0
"1304237",17316,19858,130423,0.548,"AM",7.8655602457229,6.76152647143605,0
"1304260",12139,10130,130426,0.527,"AM",7.76531883774495,6.33601124024673,0
"1304302",16902,16035,130430,0.62,"AM",7.50887488608541,5.55798569254462,0
"1304401",18679,17971,130440,0.588,"AM",7.49406307311597,5.33585397007676,0
"1400027",9936,7980,140002,0.484,"RR",7.87028435046058,4.79314241429086,0
"1400050",16228,14562,140005,0.542,"RR",7.84451900164394,4.262820712194,0
"1400100",296959,260930,140010,0.752,"RR",7.82336577955143,0,0
"1400159",11188,10604,140015,0.626,"RR",7.82356989753233,4.70880922074758,0
"1400175",14707,11638,140017,0.619,"RR",7.81367239042873,3.21205259952008,0
"1400209",19019,18789,140020,0.624,"RR",7.79797715167288,4.80851910997412,0
"1400233",8480,7400,140023,0.639,"RR",7.72274391532597,5.48521178518713,0
"1400282",9288,6118,140028,0.582,"RR",7.80915975835976,4.40525476079309,0
"1400308",15328,13017,140030,0.665,"RR",7.81465808182557,3.91521789632467,0
"1400407",9364,7403,140040,0.594,"RR",7.83861536056844,5.11102346812752,0
"1400456",10953,9019,140045,0.65,"RR",7.89243710130935,5.22934235204451,0
"1400472",25319,25714,140047,0.619,"RR",7.74544426449916,5.34853508270865,0
"1400506",7023,5945,140050,0.655,"RR",7.7314305969068,5.41347473593548,0
"1400605",6968,5922,140060,0.649,"RR",7.74049047374914,5.34591634534732,0
"1400704",8764,7742,140070,0.453,"RR",7.8769534018887,5.32437490086733,0
"1500107",144415,138005,150010,0.628,"PA",7.35698843772252,3.93613008077138,0
"1500131",6905,6879,150013,0.622,"PA",7.09411865660242,5.9639648734054,0
"1500206",53787,48878,150020,0.506,"PA",7.33750966632019,4.18525112090978,0
"1500305",35879,32368,150030,0.489,"PA",7.47193776651108,5.53871127126877,0
"1500347",25506,30389,150034,0.564,"PA",6.94410649444663,6.44871532836538,0
"1500404",53369,55688,150040,0.564,"PA",7.44426034533474,6.54389745697207,0
"1500503",33563,31475,150050,0.642,"PA",7.41776657127023,6.11668651186136,0
"1500602",102343,96842,150060,0.665,"PA",7.29621663927412,6.11998967929627,0
"1500701",25731,26563,150070,0.484,"PA",7.41433791398888,5.12360677275542,0
"1500800",483821,495480,150080,0.718,"PA",7.37994401913321,2.87694873756402,1
"1500859",22225,19410,150085,0.548,"PA",7.25453846035255,5.92401512674444,0
"1500909",41628,38760,150090,0.52,"PA",7.40674715938658,5.35762347244544,0
"1500958",27576,22092,150095,0.519,"PA",7.32508307963281,4.85919205694724,0
"1501006",15899,19839,150100,0.541,"PA",7.36348882315659,6.67864395588814,0
"1501105",25398,19780,150110,0.471,"PA",7.35415757497555,5.25227342804663,0
"1501204",39263,27652,150120,0.578,"PA",7.28403184962563,5.2841170171469,0
"1501253",3379,3935,150125,0.594,"PA",6.88269384838677,6.53362894142965,0
"1501303",105385,89909,150130,0.662,"PA",7.37087904615711,2.68512269645851,1
"1501402",1410430,1424124,150140,0.746,"PA",7.37400185935016,0,1
"1501451",16579,12861,150145,0.588,"PA",7.4089547193535,6.58863757748405,0
"1501501",54083,45616,150150,0.665,"PA",7.3800625029151,3.42328497812616,1
"1501576",15629,13559,150157,0.589,"PA",7.0861608449495,5.99126452710532,0
"1501600",14207,11817,150160,0.546,"PA",7.38059862242025,4.89380180747546,0
"1501709",116164,105908,150170,0.6,"PA",7.40328653794804,5.28487745418133,0
"1501725",NA,19531,150172,0.613,"PA",7.30341244609922,6.22319115835267,0
"1501758",7295,7673,150175,0.591,"PA",7.02303741220962,6.1567882894381,0
"1501782",55521,50400,150178,0.568,"PA",7.18503846999698,5.71412876671035,0
"1501808",94779,99223,150180,0.503,"PA",7.37296619148726,5.39847939344702,0
"1501907",26400,23429,150190,0.552,"PA",7.3691280190286,3.94041607992936,1
"1501956",28153,18481,150195,0.473,"PA",7.36286732697971,5.39739317473872,0
"1502004",21147,19996,150200,0.546,"PA",7.40618843229808,4.26380600328645,0
"1502103",124411,115377,150210,0.577,"PA",7.32309150688556,4.94755348920996,0
"1502152",29101,26135,150215,0.673,"PA",6.96017693652847,6.3645269796642,0
"1502202",64624,63799,150220,0.655,"PA",7.39249356798481,5.0099016917425,0
"1502301",52214,52557,150230,0.548,"PA",7.3546821768979,5.09460872787243,0
"1502400",178986,159110,150240,0.673,"PA",7.38426271256654,4.20573685011165,1
"1502509",21557,20228,150250,0.453,"PA",7.46822213322929,5.38939131344741,0
"1502608",11495,11367,150260,0.602,"PA",7.4090879872646,4.13947725232944,0
"1502707",45885,46916,150270,0.64,"PA",6.74394139374392,6.63467277889807,0
"1502756",29313,22148,150275,0.566,"PA",7.3351579886082,4.45085282560373,0
"1502764",11144,11348,150276,0.55,"PA",6.84271529880166,6.6220445953991,0
"1502772",18108,18102,150277,0.636,"PA",6.99539062792744,6.26922885067645,0
"1502806",29838,26864,150280,0.502,"PA",7.35649696665038,5.00334209660211,0
"1502855",12712,12644,150285,0.578,"PA",7.45813425287929,6.60201785186391,0
"1502905",35523,35790,150290,0.582,"PA",7.42240956406161,4.6815755171905,0
"1502939",53100,39161,150293,0.615,"PA",7.15385725712862,5.80982275921878,0
"1502954",32115,29308,150295,0.56,"PA",6.9912504814692,6.26412181029165,0
"1503002",7897,18710,150300,0.563,"PA",7.49283829230994,6.82365602129046,0
"1503044",18295,15516,150304,0.583,"PA",6.84057861433545,6.53838581377014,0
"1503077",25157,25436,150307,0.526,"PA",7.3412245834999,5.13468016495821,0
"1503093",35299,28583,150309,0.56,"PA",7.19552484760602,5.61119192663184,0
"1503101",29963,25306,150310,0.509,"PA",7.40814867580169,5.85403987119631,0
"1503200",36414,35005,150320,0.595,"PA",7.39615122778194,4.65462679470068,0
"1503309",58904,56639,150330,0.547,"PA",7.33901158300884,4.34133484001059,0
"1503408",10393,10134,150340,0.572,"PA",7.37503645571476,4.17914516391457,1
"1503457",51569,42636,150345,0.489,"PA",7.2936909224818,5.11301136071312,0
"1503507",31492,30573,150350,0.559,"PA",7.35172289367703,4.81535007091044,0
"1503606",97908,124865,150360,0.64,"PA",7.34780215181307,6.78878028322348,0
"1503705",51457,42332,150370,0.528,"PA",7.08461193034502,6.03825270860674,0
"1503754",NA,39892,150375,0.505,"PA",7.31893071873523,7.05170842597576,0
"1503804",52993,54513,150380,0.622,"PA",7.14391771564361,5.82862203585151,0
"1503903",49486,35155,150390,0.592,"PA",7.47279632356262,6.7415471999916,0
"1504000",25846,24483,150400,0.541,"PA",7.34737057452022,4.69153135163613,0
"1504059",28290,28762,150405,0.599,"PA",7.33050350321286,4.83015204657594,0
"1504109",8179,7883,150410,0.597,"PA",7.41857090269813,4.82583065700849,0
"1504208",243583,199946,150420,0.668,"PA",7.06038194094104,6.08770611122107,0
"1504307",28498,29269,150430,0.57,"PA",7.42083037079672,4.94249919832929,0
"1504406",26890,27727,150440,0.609,"PA",7.42384303342178,4.805086051183,0
"1504422",113353,98746,150442,0.676,"PA",7.3806422474074,3.05494413318584,1
"1504455",28227,23487,150445,0.582,"PA",7.29633868972179,6.28230412937484,0
"1504505",25374,17989,150450,0.418,"PA",7.36751284615054,5.51524161804833,0
"1504604",27666,24328,150460,0.575,"PA",7.29807967615574,5.12271319750161,0
"1504703",72597,67195,150470,0.547,"PA",7.34465445257983,4.02481583290327,0
"1504802",55804,63543,150480,0.589,"PA",7.42213458094743,6.43221635823772,0
"1504901",35524,30117,150490,0.547,"PA",7.37213059896902,4.3777675777535,0
"1504950",20350,23599,150495,0.502,"PA",7.31725224820367,5.26455373639523,0
"1504976",15065,14808,150497,0.581,"PA",7.10163478460982,5.96745357714648,0
"1505007",14012,12568,150500,0.609,"PA",7.39119942840689,4.84693920142547,0
"1505031",25151,21843,150503,0.673,"PA",7.13632408694141,6.89846223207054,0
"1505064",65106,54506,150506,0.537,"PA",7.16185471441679,5.85907535906224,0
"1505106",49763,48287,150510,0.594,"PA",7.46814790795555,6.66092080072294,0
"1505205",29402,26487,150520,0.507,"PA",7.34366552780941,5.08697886068359,0
"1505304",64978,57765,150530,0.623,"PA",7.48694397595377,6.70810850357933,0
"1505403",16601,15719,150540,0.568,"PA",7.3683523045283,5.03883394845493,0
"1505437",28551,21171,150543,0.624,"PA",6.96669377420338,6.48460470081792,0
"1505486",41654,40768,150548,0.515,"PA",7.21561490843517,5.87332832408828,0
"1505494",7465,7329,150549,0.589,"PA",7.0183749410541,6.16757938199242,0
"1505502",101046,95479,150550,0.645,"PA",7.26054368008829,5.36424554666214,0
"1505536",166342,145326,150553,0.715,"PA",7.00408312260912,6.28368629960179,0
"1505551",5869,6583,150555,0.574,"PA",6.81682349997643,6.592112593171,0
"1505601",7869,7908,150560,0.581,"PA",7.39235191053077,4.90897164031976,0
"1505635",12701,13106,150563,0.563,"PA",6.95066149999259,6.3198146022208,0
"1505650",25526,19030,150565,0.552,"PA",7.30819444484196,6.53550248508007,0
"1505700",27103,25743,150570,0.562,"PA",7.37989412702488,3.7244878815813,0
"1505809",54306,47967,150580,0.483,"PA",7.35987493912931,5.57215403217776,0
"1505908",35529,27689,150590,0.503,"PA",7.39643344849268,6.03143017505103,0
"1506005",29325,26866,150600,0.523,"PA",7.42014168409499,6.31788644787569,0
"1506104",10352,10883,150610,0.577,"PA",7.4098690646461,5.10297135863133,0
"1506112",12639,13232,150611,0.543,"PA",7.41310795344579,5.17953383055807,0
"1506138",77415,66762,150613,0.672,"PA",6.7930400328438,6.62033983764779,0
"1506161",17728,17457,150616,0.638,"PA",6.87679078922466,6.51198304284487,0
"1506187",48036,47074,150618,0.602,"PA",7.10961799098293,5.91980741534375,0
"1506195",42417,35033,150619,0.548,"PA",7.31767710780724,6.6458708993515,0
"1506203",38021,38681,150620,0.647,"PA",7.43004889325425,5.05821838083441,0
"1506302",20948,17858,150630,0.608,"PA",7.42187746311728,4.35901386036481,0
"1506351",18012,14439,150635,0.627,"PA",7.38959483646203,3.54932998916385,1
"1506401",8593,6190,150640,0.557,"PA",7.43026833782314,4.74109870321234,0
"1506500",61919,54464,150650,0.659,"PA",7.38424408394366,3.73624002547377,1
"1506559",19428,18523,150655,0.546,"PA",7.37128172650357,5.15767503674557,0
"1506583",18150,17156,150658,0.544,"PA",6.67736050095373,6.72587362541657,0
"1506609",23355,23001,150660,0.598,"PA",7.38074818588218,4.64246597073179,0
"1506708",59919,52856,150670,0.602,"PA",6.62866287613012,6.8300531633181,0
"1506807",299419,275571,150680,0.691,"PA",7.41362665068299,6.548405331839,0
"1506906",6248,6267,150690,0.587,"PA",7.40997800370086,4.91493170358275,0
"1507003",27707,26222,150700,0.632,"PA",7.39431484916852,3.98285418618874,1
"1507102",17087,16757,150710,0.585,"PA",7.42135106231074,4.55566476608425,0
"1507151",23602,21889,150715,0.594,"PA",7.04072901614575,6.11943990853682,0
"1507201",30215,27897,150720,0.532,"PA",7.35787502763073,4.43805246293641,0
"1507300",99905,64223,150730,0.594,"PA",7.01040211594228,6.54362403436695,0
"1507409",15184,11986,150740,0.608,"PA",7.39310308196247,4.4430041353977,0
"1507458",25277,25291,150745,0.595,"PA",6.95188699034205,6.30971825822385,0
"1507466",5451,4949,150746,0.583,"PA",7.41465721514379,4.53870981928782,0
"1507474",21125,19691,150747,0.539,"PA",7.42130319394872,5.11457480059864,0
"1507508",13293,11963,150750,0.55,"PA",7.05848296418491,6.07546096701203,0
"1507607",53108,44532,150760,0.591,"PA",7.36169304054108,4.74554063883537,0
"1507706",23696,21499,150770,0.558,"PA",7.36109584733133,4.77819869587045,0
"1507755",5236,5444,150775,0.59,"PA",6.9082951332346,6.43675915737876,0
"1507805",12641,14566,150780,0.514,"PA",7.33388538753389,6.00047384126557,0
"1507904",23461,22244,150790,0.615,"PA",7.42427863977182,4.40915530206213,0
"1507953",85468,69581,150795,0.588,"PA",7.26637333385746,5.15404275739099,0
"1507961",10565,10372,150796,0.605,"PA",7.40198799877435,4.39358458350761,0
"1507979",17305,15885,150797,0.635,"PA",7.48799128706447,6.79140122184945,0
"1508001",57914,48522,150800,0.586,"PA",7.30375573827452,4.7361984483945,0
"1508035",28167,27374,150803,0.531,"PA",7.40206730067367,5.2131951131312,0
"1508050",17303,16860,150805,0.562,"PA",7.32836512441675,6.79777298824591,0
"1508084",34956,27491,150808,0.659,"PA",6.96996922538818,6.48929611257851,0
"1508100",100651,94015,150810,0.666,"PA",7.20727451495961,5.66299520175537,0
"1508126",46979,34485,150812,0.604,"PA",7.19880417730954,5.6310684023674,0
"1508159",44727,34875,150815,0.589,"PA",7.30249642372733,6.45100740274681,0
"1508209",49054,45680,150820,0.617,"PA",7.41421739648658,4.35311262450924,0
"1508308",57566,55144,150830,0.515,"PA",7.39841288870634,5.57734963709215,0
"1508357",13777,9809,150835,0.596,"PA",7.31477917155429,6.04146826034308,0
"1508407",41382,40067,150840,0.646,"PA",6.89805841600327,6.47246993446149,0
"1600055",4545,3921,160005,0.709,"AP",7.55353303564306,4.94953972806967,0
"1600105",8213,7745,160010,0.642,"AP",7.60477495175596,5.42049075050571,0
"1600154",11794,7800,160015,0.626,"AP",7.54603436210053,4.84897873774588,0
"1600204",9343,9060,160020,0.643,"AP",7.63014567801172,5.61217875078312,0
"1600212",4910,4528,160021,0.628,"AP",7.54475529891908,4.69427936105987,0
"1600238",6141,5301,160023,0.656,"AP",7.54125329930826,4.52124495105033,0
"1600253",4473,3583,160025,0.576,"AP",7.44714503571288,4.42064620563894,0
"1600279",41668,39285,160027,0.665,"AP",7.45907388314917,5.23994645322171,0
"1600303",415554,359020,160030,0.733,"AP",7.49128846621575,0,0
"1600402",17794,14418,160040,0.592,"AP",7.48462703686593,3.40552135314221,0
"1600501",21661,20226,160050,0.658,"AP",7.70700869708022,6.06733703301983,0
"1600535",17680,14598,160053,0.64,"AP",7.53551557864912,4.43426323400939,0
"1600550",4021,3533,160055,0.614,"AP",7.58765509945645,5.25713072221779,0
"1600600",104407,95733,160060,0.692,"AP",7.48677025149713,2.82197394742052,0
"1600709",13385,13160,160070,0.592,"AP",7.57550772552214,5.09998837160826,0
"1600808",13013,11253,160080,0.619,"AP",7.451468140181,5.22585419481432,0
"1700251",2422,2310,170025,0.665,"TO",6.54754552352327,4.68435098386253,0
"1700301",5467,4120,170030,0.657,"TO",6.93354972335725,6.02087770767633,0
"1700350",5595,5860,170035,0.663,"TO",6.23289978089436,4.96116489862196,0
"1700400",7452,7692,170040,0.636,"TO",6.16297790518533,5.30583900794688,0
"1700707",8354,8200,170070,0.708,"TO",5.9633222411617,5.60322521966489,0
"1701002",9768,9615,170100,0.671,"TO",6.95359824729039,6.04883682696585,0
"1701051",3219,3264,170105,0.648,"TO",6.95094885906889,6.04767946043572,0
"1701101",4319,4140,170110,0.651,"TO",6.47398328465844,3.83276332444251,0
"1701309",5838,5618,170130,0.593,"TO",6.86744357091027,5.81362294033573,0
"1701903",6454,5579,170190,0.639,"TO",6.67900855919749,5.31019652907811,0
"1702000",8702,9244,170200,0.675,"TO",5.93200643215778,5.85139755821086,0
"1702109",156123,119128,170210,0.752,"TO",6.8622661603617,5.80275261529201,0
"1702158",5157,5154,170215,0.604,"TO",6.93326706815086,5.9919894093437,0
"1702208",32133,26722,170220,0.631,"TO",7.02686188278008,6.21995378474694,0
"1702307",6700,7034,170230,0.68,"TO",6.81510256498558,5.67094931756096,0
"1702406",10594,10928,170240,0.651,"TO",5.81212852915439,5.83732220057933,0
"1702554",16401,15248,170255,0.67,"TO",7.04479177156041,6.26343635710411,0
"1702703",3499,3486,170270,0.677,"TO",5.93600468990361,5.86462499977303,0
"1702901",9343,9175,170290,0.627,"TO",7.03015873514811,6.23388117376578,0
"1703008",10439,10672,170300,0.642,"TO",6.86032818540975,5.81529403379853,0
"1703057",3200,2791,170305,0.638,"TO",6.79689075513398,5.59656839034905,0
"1703073",4206,3684,170307,0.603,"TO",6.80248364826282,5.65122522391752,0
"1703107",5390,5304,170310,0.642,"TO",6.5020851498586,4.03494835226544,0
"1703206",4442,4648,170320,0.638,"TO",6.78588138717221,5.56891685901854,0
"1703305",3987,2793,170330,0.66,"TO",6.63098676969593,4.90453376321371,0
"1703602",2086,2183,170360,0.684,"TO",6.71432828445586,5.29068833938355,0
"1703701",5232,5452,170370,0.686,"TO",6.28402221450651,4.56497299623668,0
"1703800",10059,8404,170380,0.627,"TO",7.05961762829138,6.29069839019573,0
"1703826",2167,2235,170382,0.627,"TO",6.97907078439873,6.11379279318338,0
"1703842",8517,7858,170384,0.544,"TO",6.77242798898458,5.6708115243195,0
"1703867",3872,3672,170386,0.662,"TO",6.11454463966521,5.35625603146848,0
"1703883",2363,2383,170388,0.64,"TO",6.88134970010237,5.85378169193241,0
"1703891",3759,3411,170389,0.594,"TO",7.05869796154127,6.29108754212741,0
"1703909",4744,4813,170390,0.658,"TO",6.62759153956848,5.31566600488265,0
"1704105",2627,2457,170410,0.569,"TO",6.63605153705255,5.15836540612059,0
"1704600",1345,1274,170460,0.619,"TO",6.46185872507963,4.48153254552991,0
"1705102",3278,3791,170510,0.62,"TO",6.1383963764763,5.15502419672156,0
"1705508",31675,30190,170550,0.701,"TO",6.75760658053418,5.45924503065432,0
"1705557",4691,5023,170555,0.697,"TO",5.89849911623012,5.86161209316779,0
"1705607",4153,4529,170560,0.592,"TO",5.99592956406714,5.53957584728742,0
